timestamp,frame_number,status,method,contour_count,person_count
2026-07-09 10:01:14.980,476,MOTION DETECTED,3-Frame Differencing,10,10
2026-07-09 10:01:15.023,477,MOTION DETECTED,3-Frame Differencing,11,11
2026-07-09 10:01:15.067,478,MOTION DETECTED,3-Frame Differencing,11,11
2026-07-09 10:01:15.117,479,MOTION DETECTED,3-Frame Differencing,10,10
2026-07-09 10:01:15.144,480,MOTION DETECTED,3-Frame Differencing,12,12
2026-07-09 10:01:15.184,481,MOTION DETECTED,3-Frame Differencing,14,14
2026-07-09 10:01:15.228,482,MOTION DETECTED,3-Frame Differencing,12,12
2026-07-09 10:01:15.265,483,MOTION DETECTED,3-Frame Differencing,15,15
2026-07-09 10:01:15.298,484,MOTION DETECTED,3-Frame Differencing,14,14
2026-07-09 10:01:15.348,485,MOTION DETECTED,3-Frame Differencing,12,12
2026-07-09 10:01:15.376,486,MOTION DETECTED,3-Frame Differencing,10,10
2026-07-09 10:01:15.429,487,MOTION DETECTED,3-Frame Differencing,10,10
2026-07-09 10:01:15.467,488,MOTION DETECTED,3-Frame Differencing,9,9
2026-07-09 10:01:15.510,489,MOTION DETECTED,3-Frame Differencing,9,9
2026-07-09 10:01:15.551,490,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:15.580,491,MOTION DETECTED,3-Frame Differencing,9,9
2026-07-09 10:01:15.631,492,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:15.684,493,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:15.731,494,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:15.765,495,MOTION DETECTED,3-Frame Differencing,7,7
2026-07-09 10:01:15.821,496,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:15.862,497,MOTION DETECTED,3-Frame Differencing,9,9
2026-07-09 10:01:15.898,498,MOTION DETECTED,3-Frame Differencing,9,9
2026-07-09 10:01:15.930,499,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:15.967,500,MOTION DETECTED,3-Frame Differencing,5,5
2026-07-09 10:01:16.018,501,MOTION DETECTED,3-Frame Differencing,5,5
2026-07-09 10:01:16.060,502,MOTION DETECTED,3-Frame Differencing,6,6
2026-07-09 10:01:16.113,503,MOTION DETECTED,3-Frame Differencing,5,5
2026-07-09 10:01:16.148,504,MOTION DETECTED,3-Frame Differencing,5,5
2026-07-09 10:01:16.177,505,MOTION DETECTED,3-Frame Differencing,5,5
2026-07-09 10:01:16.205,506,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:16.245,507,MOTION DETECTED,3-Frame Differencing,9,9
2026-07-09 10:01:16.277,508,MOTION DETECTED,3-Frame Differencing,6,6
